country,date,exchange,buying_cash,selling_cash,sending_money,getting_money,buying_TC,selling_check
SWITZERLAND,2019.08.14,1249.49,1274.10,1224.88,1261.98,1237.00,N/A,1236.60
SWITZERLAND,2019.08.13,1263.04,1287.92,1238.16,1275.67,1250.41,N/A,1250.01
SWITZERLAND,2019.08.12,1254.57,1279.28,1229.86,1267.11,1242.03,N/A,1241.63
SWITZERLAND,2019.08.09,1245.25,1269.78,1220.72,1257.70,1232.80,N/A,1232.41
SWITZERLAND,2019.08.08,1238.86,1263.26,1214.46,1251.24,1226.48,N/A,1226.09
SWITZERLAND,2019.08.07,1241.13,1265.58,1216.68,1253.54,1228.72,N/A,1228.33
SWITZERLAND,2019.08.06,1247.24,1271.81,1222.67,1259.71,1234.77,N/A,1234.37
SWITZERLAND,2019.08.05,1248.20,1272.78,1223.62,1260.68,1235.72,N/A,1235.32
SWITZERLAND,2019.08.02,1218.53,1242.53,1194.53,1230.71,1206.35,N/A,1205.96
SWITZERLAND,2019.08.01,1194.55,1218.08,1171.02,1206.49,1182.61,N/A,1182.23
SWITZERLAND,2019.07.31,1194.95,1218.49,1171.41,1206.89,1183.01,N/A,1182.63
SWITZERLAND,2019.07.30,1192.57,1216.06,1169.08,1204.49,1180.65,N/A,1180.27
SWITZERLAND,2019.07.29,1194.17,1217.69,1170.65,1206.11,1182.23,N/A,1181.85
SWITZERLAND,2019.07.26,1193.15,1216.65,1169.65,1205.08,1181.22,N/A,1180.84
SWITZERLAND,2019.07.25,1199.07,1222.69,1175.45,1211.06,1187.08,N/A,1186.70
SWITZERLAND,2019.07.24,1196.39,1219.95,1172.83,1208.35,1184.43,N/A,1184.05
SWITZERLAND,2019.07.23,1199.27,1222.89,1175.65,1211.26,1187.28,N/A,1186.90
SWITZERLAND,2019.07.22,1199.94,1223.57,1176.31,1211.93,1187.95,N/A,1187.57
SWITZERLAND,2019.07.19,1196.56,1220.13,1172.99,1208.52,1184.60,N/A,1184.22
SWITZERLAND,2019.07.18,1192.57,1216.06,1169.08,1204.49,1180.65,N/A,1180.27
SWITZERLAND,2019.07.17,1193.05,1216.55,1169.55,1204.98,1181.12,N/A,1180.74
SWITZERLAND,2019.07.16,1196.45,1220.02,1172.88,1208.41,1184.49,N/A,1184.11
SWITZERLAND,2019.07.15,1201.14,1224.80,1177.48,1213.15,1189.13,N/A,1188.75
SWITZERLAND,2019.07.12,1195.26,1218.80,1171.72,1207.21,1183.31,N/A,1182.93
SWITZERLAND,2019.07.11,1190.37,1213.82,1166.92,1202.27,1178.47,N/A,1178.09
SWITZERLAND,2019.07.10,1191.27,1214.73,1167.81,1203.18,1179.36,N/A,1178.98
SWITZERLAND,2019.07.09,1189.60,1213.03,1166.17,1201.49,1177.71,N/A,1177.33
SWITZERLAND,2019.07.08,1189.90,1213.34,1166.46,1201.79,1178.01,N/A,1177.63
SWITZERLAND,2019.07.05,1185.85,1209.21,1162.49,1197.70,1174.00,N/A,1173.62
SWITZERLAND,2019.07.04,1185.84,1209.20,1162.48,1197.69,1173.99,N/A,1173.61
SWITZERLAND,2019.07.03,1188.93,1212.35,1165.51,1200.81,1177.05,N/A,1176.67
SWITZERLAND,2019.07.02,1181.38,1204.65,1158.11,1193.19,1169.57,N/A,1169.19
SWITZERLAND,2019.07.01,1183.59,1206.90,1160.28,1195.42,1171.76,N/A,1171.38
SWITZERLAND,2019.06.28,1185.25,1208.59,1161.91,1197.10,1173.40,N/A,1173.02
SWITZERLAND,2019.06.27,1183.97,1207.29,1160.65,1195.80,1172.14,N/A,1171.77
SWITZERLAND,2019.06.26,1183.42,1206.73,1160.11,1195.25,1171.59,N/A,1171.21
SWITZERLAND,2019.06.25,1184.49,1207.82,1161.16,1196.33,1172.65,N/A,1172.27
SWITZERLAND,2019.06.24,1186.69,1210.06,1163.32,1198.55,1174.83,N/A,1174.45
SWITZERLAND,2019.06.21,1183.86,1207.18,1160.54,1195.69,1172.03,N/A,1171.65
SWITZERLAND,2019.06.20,1178.35,1201.56,1155.14,1190.13,1166.57,N/A,1166.19
SWITZERLAND,2019.06.19,1179.33,1202.56,1156.10,1191.12,1167.54,N/A,1167.16
SWITZERLAND,2019.06.18,1186.59,1209.96,1163.22,1198.45,1174.73,N/A,1174.35
SWITZERLAND,2019.06.17,1188.51,1211.92,1165.10,1200.39,1176.63,N/A,1176.25
SWITZERLAND,2019.06.14,1191.10,1214.56,1167.64,1203.01,1179.19,N/A,1178.81
SWITZERLAND,2019.06.13,1191.34,1214.80,1167.88,1203.25,1179.43,N/A,1179.05
SWITZERLAND,2019.06.12,1190.98,1214.44,1167.52,1202.88,1179.08,N/A,1178.70
SWITZERLAND,2019.06.11,1191.27,1214.73,1167.81,1203.18,1179.36,N/A,1178.98
SWITZERLAND,2019.06.10,1197.64,1221.23,1174.05,1209.61,1185.67,N/A,1185.29
SWITZERLAND,2019.06.07,1192.42,1215.91,1168.93,1204.34,1180.50,N/A,1180.12
SWITZERLAND,2019.06.05,1187.92,1211.32,1164.52,1199.79,1176.05,N/A,1175.67
SWITZERLAND,2019.06.04,1191.78,1215.25,1168.31,1203.69,1179.87,N/A,1179.49
SWITZERLAND,2019.06.03,1183.57,1206.88,1160.26,1195.40,1171.74,N/A,1171.36
SWITZERLAND,2019.05.31,1185.69,1209.04,1162.34,1197.54,1173.84,N/A,1173.46
SWITZERLAND,2019.05.30,1180.40,1203.65,1157.15,1192.20,1168.60,N/A,1168.22
SWITZERLAND,2019.05.29,1187.02,1210.40,1163.64,1198.89,1175.15,N/A,1174.77
SWITZERLAND,2019.05.28,1184.76,1208.09,1161.43,1196.60,1172.92,N/A,1172.54
SWITZERLAND,2019.05.27,1179.66,1202.89,1156.43,1191.45,1167.87,N/A,1167.49
SWITZERLAND,2019.05.24,1184.86,1208.20,1161.52,1196.70,1173.02,N/A,1172.64
SWITZERLAND,2019.05.23,1181.11,1204.37,1157.85,1192.92,1169.30,N/A,1168.92
SWITZERLAND,2019.05.22,1177.52,1200.71,1154.33,1189.29,1165.75,N/A,1165.37
SWITZERLAND,2019.05.21,1182.70,1205.99,1159.41,1194.52,1170.88,N/A,1170.50
SWITZERLAND,2019.05.20,1183.46,1206.77,1160.15,1195.29,1171.63,N/A,1171.25
SWITZERLAND,2019.05.17,1183.14,1206.44,1159.84,1194.97,1171.31,N/A,1170.93
SWITZERLAND,2019.05.16,1179.21,1202.44,1155.98,1191.00,1167.42,N/A,1167.04
SWITZERLAND,2019.05.15,1181.87,1205.15,1158.59,1193.68,1170.06,N/A,1169.68
SWITZERLAND,2019.05.14,1177.96,1201.16,1154.76,1189.73,1166.19,N/A,1165.81
SWITZERLAND,2019.05.13,1178.08,1201.28,1154.88,1189.86,1166.30,N/A,1165.92
SWITZERLAND,2019.05.10,1162.42,1185.31,1139.53,1174.04,1150.80,N/A,1150.42
SWITZERLAND,2019.05.09,1160.05,1182.90,1137.20,1171.65,1148.45,N/A,1148.07
SWITZERLAND,2019.05.08,1152.50,1175.20,1129.80,1164.02,1140.98,N/A,1140.61
SWITZERLAND,2019.05.07,1146.81,1169.40,1124.22,1158.27,1135.35,N/A,1134.98
SWITZERLAND,2019.05.03,1146.61,1169.19,1124.03,1158.07,1135.15,N/A,1134.78
SWITZERLAND,2019.05.02,1142.34,1164.84,1119.84,1153.76,1130.92,N/A,1130.55
SWITZERLAND,2019.04.30,1145.13,1167.68,1122.58,1156.58,1133.68,N/A,1133.31
SWITZERLAND,2019.04.29,1137.91,1160.32,1115.50,1149.28,1126.54,N/A,1126.17
SWITZERLAND,2019.04.26,1137.01,1159.40,1114.62,1148.38,1125.64,N/A,1125.27
SWITZERLAND,2019.04.25,1137.52,1159.92,1115.12,1148.89,1126.15,N/A,1125.78
SWITZERLAND,2019.04.24,1129.93,1152.18,1107.68,1141.22,1118.64,N/A,1118.27
SWITZERLAND,2019.04.23,1120.76,1142.83,1098.69,1131.96,1109.56,N/A,1109.20
SWITZERLAND,2019.04.22,1124.96,1147.12,1102.80,1136.20,1113.72,N/A,1113.35
SWITZERLAND,2019.04.19,1121.14,1143.22,1099.06,1132.35,1109.93,N/A,1109.57
SWITZERLAND,2019.04.18,1125.34,1147.50,1103.18,1136.59,1114.09,N/A,1113.72
SWITZERLAND,2019.04.17,1123.61,1145.74,1101.48,1134.84,1112.38,N/A,1112.02
SWITZERLAND,2019.04.16,1130.23,1152.49,1107.97,1141.53,1118.93,N/A,1118.56
SWITZERLAND,2019.04.15,1130.22,1152.48,1107.96,1141.52,1118.92,N/A,1118.55
SWITZERLAND,2019.04.12,1136.49,1158.87,1114.11,1147.85,1125.13,N/A,1124.76
SWITZERLAND,2019.04.11,1138.62,1161.05,1116.19,1150.00,1127.24,N/A,1126.87
SWITZERLAND,2019.04.10,1137.70,1160.11,1115.29,1149.07,1126.33,N/A,1125.96
SWITZERLAND,2019.04.09,1141.30,1163.78,1118.82,1152.71,1129.89,N/A,1129.52
SWITZERLAND,2019.04.08,1145.46,1168.02,1122.90,1156.91,1134.01,N/A,1133.64
SWITZERLAND,2019.04.05,1137.43,1159.83,1115.03,1148.80,1126.06,N/A,1125.69
SWITZERLAND,2019.04.04,1139.28,1161.72,1116.84,1150.67,1127.89,N/A,1127.52
SWITZERLAND,2019.04.03,1137.97,1160.38,1115.56,1149.34,1126.60,N/A,1126.23
SWITZERLAND,2019.04.02,1137.11,1159.51,1114.71,1148.48,1125.74,N/A,1125.37
SWITZERLAND,2019.04.01,1140.47,1162.93,1118.01,1151.87,1129.07,N/A,1128.70
SWITZERLAND,2019.03.29,1142.25,1164.75,1119.75,1153.67,1130.83,N/A,1130.46
SWITZERLAND,2019.03.28,1142.76,1165.27,1120.25,1154.18,1131.34,N/A,1130.97
SWITZERLAND,2019.03.27,1145.13,1167.68,1122.58,1156.58,1133.68,N/A,1133.31
SWITZERLAND,2019.03.26,1142.17,1164.67,1119.67,1153.59,1130.75,N/A,1130.38
SWITZERLAND,2019.03.25,1141.36,1163.84,1118.88,1152.77,1129.95,N/A,1129.58
SWITZERLAND,2019.03.22,1139.47,1161.91,1117.03,1150.86,1128.08,N/A,1127.71
SWITZERLAND,2019.03.21,1135.59,1157.96,1113.22,1146.94,1124.24,N/A,1123.87
SWITZERLAND,2019.03.20,1131.46,1153.74,1109.18,1142.77,1120.15,N/A,1119.78
SWITZERLAND,2019.03.19,1130.73,1153.00,1108.46,1142.03,1119.43,N/A,1119.06
SWITZERLAND,2019.03.18,1133.27,1155.59,1110.95,1144.60,1121.94,N/A,1121.57
SWITZERLAND,2019.03.15,1131.58,1153.87,1109.29,1142.89,1120.27,N/A,1119.90
SWITZERLAND,2019.03.14,1130.97,1153.25,1108.69,1142.27,1119.67,N/A,1119.30
SWITZERLAND,2019.03.13,1125.97,1148.15,1103.79,1137.22,1114.72,N/A,1114.35
SWITZERLAND,2019.03.12,1120.91,1142.99,1098.83,1132.11,1109.71,N/A,1109.34
SWITZERLAND,2019.03.11,1124.32,1146.46,1102.18,1135.56,1113.08,N/A,1112.71
SWITZERLAND,2019.03.08,1125.85,1148.02,1103.68,1137.10,1114.60,N/A,1114.23
SWITZERLAND,2019.03.07,1125.11,1147.27,1102.95,1136.36,1113.86,N/A,1113.49
SWITZERLAND,2019.03.06,1123.72,1145.85,1101.59,1134.95,1112.49,N/A,1112.12
SWITZERLAND,2019.03.05,1125.32,1147.48,1103.16,1136.57,1114.07,N/A,1113.70
SWITZERLAND,2019.03.04,1125.20,1147.36,1103.04,1136.45,1113.95,N/A,1113.58
SWITZERLAND,2019.02.28,1132.15,1154.45,1109.85,1143.47,1120.83,N/A,1120.46
SWITZERLAND,2019.02.27,1122.42,1144.53,1100.31,1133.64,1111.20,N/A,1110.83
SWITZERLAND,2019.02.26,1117.49,1139.50,1095.48,1128.66,1106.32,N/A,1105.95
SWITZERLAND,2019.02.25,1120.73,1142.80,1098.66,1131.93,1109.53,N/A,1109.16
SWITZERLAND,2019.02.22,1123.20,1145.32,1101.08,1134.43,1111.97,N/A,1111.60
SWITZERLAND,2019.02.21,1124.82,1146.97,1102.67,1136.06,1113.58,N/A,1113.21
SWITZERLAND,2019.02.20,1122.77,1144.88,1100.66,1133.99,1111.55,N/A,1111.18
SWITZERLAND,2019.02.19,1121.77,1143.86,1099.68,1132.98,1110.56,N/A,1110.19
SWITZERLAND,2019.02.18,1122.86,1144.98,1100.74,1134.08,1111.64,N/A,1111.27
SWITZERLAND,2019.02.15,1122.60,1144.71,1100.49,1133.82,1111.38,N/A,1111.01
SWITZERLAND,2019.02.14,1117.50,1139.51,1095.49,1128.67,1106.33,N/A,1105.96
SWITZERLAND,2019.02.13,1116.58,1138.57,1094.59,1127.74,1105.42,N/A,1105.05
SWITZERLAND,2019.02.12,1116.68,1138.67,1094.69,1127.84,1105.52,N/A,1105.15
SWITZERLAND,2019.02.11,1121.02,1143.10,1098.94,1132.23,1109.81,N/A,1109.44
SWITZERLAND,2019.02.08,1122.65,1144.76,1100.54,1133.87,1111.43,N/A,1111.06
SWITZERLAND,2019.02.07,1124.82,1146.97,1102.67,1136.06,1113.58,N/A,1113.21
SWITZERLAND,2019.02.01,1126.55,1148.74,1104.36,1137.81,1115.29,N/A,1114.92
SWITZERLAND,2019.01.31,1120.73,1142.80,1098.66,1131.93,1109.53,N/A,1109.17
SWITZERLAND,2019.01.30,1121.47,1143.56,1099.38,1132.68,1110.26,N/A,1109.89
SWITZERLAND,2019.01.29,1126.43,1148.62,1104.24,1137.69,1115.17,N/A,1114.80
SWITZERLAND,2019.01.28,1127.34,1149.54,1105.14,1138.61,1116.07,N/A,1115.70
SWITZERLAND,2019.01.25,1124.15,1146.29,1102.01,1135.39,1112.91,N/A,1112.54
SWITZERLAND,2019.01.24,1135.45,1157.81,1113.09,1146.80,1124.10,N/A,1123.73
SWITZERLAND,2019.01.23,1131.67,1153.96,1109.38,1142.98,1120.36,N/A,1119.99
SWITZERLAND,2019.01.22,1134.89,1157.24,1112.54,1146.23,1123.55,N/A,1123.18
SWITZERLAND,2019.01.21,1132.43,1154.73,1110.13,1143.75,1121.11,N/A,1120.74
SWITZERLAND,2019.01.18,1129.50,1151.75,1107.25,1140.79,1118.21,N/A,1117.84
SWITZERLAND,2019.01.17,1133.12,1155.44,1110.80,1144.45,1121.79,N/A,1121.42
SWITZERLAND,2019.01.16,1134.18,1156.52,1111.84,1145.52,1122.84,N/A,1122.47
SWITZERLAND,2019.01.15,1139.84,1162.29,1117.39,1151.23,1128.45,N/A,1128.08
SWITZERLAND,2019.01.14,1143.98,1166.51,1121.45,1155.41,1132.55,N/A,1132.18
SWITZERLAND,2019.01.11,1135.76,1158.13,1113.39,1147.11,1124.41,N/A,1124.04
SWITZERLAND,2019.01.10,1145.05,1167.60,1122.50,1156.50,1133.60,N/A,1133.22
SWITZERLAND,2019.01.09,1143.43,1165.95,1120.91,1154.86,1132.00,N/A,1131.63
SWITZERLAND,2019.01.08,1147.98,1170.59,1125.37,1159.45,1136.51,N/A,1136.14
SWITZERLAND,2019.01.07,1140.88,1163.35,1118.41,1152.28,1129.48,N/A,1129.11
SWITZERLAND,2019.01.04,1138.92,1161.35,1116.49,1150.30,1127.54,N/A,1127.17
SWITZERLAND,2019.01.03,1139.58,1162.02,1117.14,1150.97,1128.19,N/A,1127.82
SWITZERLAND,2019.01.02,1138.78,1161.21,1116.35,1150.16,1127.40,N/A,1127.03
SWITZERLAND,2018.12.31,1134.15,1156.49,1111.81,1145.49,1122.81,N/A,1122.45
SWITZERLAND,2018.12.28,1138.75,1161.18,1116.32,1150.13,1127.37,N/A,1127.01
SWITZERLAND,2018.12.27,1131.16,1153.44,1108.88,1142.47,1119.85,N/A,1119.49
SWITZERLAND,2018.12.26,1135.91,1158.28,1113.54,1147.26,1124.56,N/A,1124.20
SWITZERLAND,2018.12.24,1134.91,1157.26,1112.56,1146.25,1123.57,N/A,1123.22
SWITZERLAND,2018.12.21,1134.48,1156.82,1112.14,1145.82,1123.14,N/A,1122.79
SWITZERLAND,2018.12.20,1134.92,1157.27,1112.57,1146.26,1123.58,N/A,1123.23
SWITZERLAND,2018.12.19,1133.64,1155.97,1111.31,1144.97,1122.31,N/A,1121.95
SWITZERLAND,2018.12.18,1139.07,1161.50,1116.64,1150.46,1127.68,N/A,1127.32
SWITZERLAND,2018.12.17,1139.53,1161.97,1117.09,1150.92,1128.14,N/A,1127.78
SWITZERLAND,2018.12.14,1137.34,1159.74,1114.94,1148.71,1125.97,N/A,1125.61
SWITZERLAND,2018.12.13,1133.56,1155.89,1111.23,1144.89,1122.23,N/A,1121.87
SWITZERLAND,2018.12.12,1134.56,1156.91,1112.21,1145.90,1123.22,N/A,1122.87
SWITZERLAND,2018.12.11,1143.65,1166.17,1121.13,1155.08,1132.22,N/A,1131.86
SWITZERLAND,2018.12.10,1140.83,1163.30,1118.36,1152.23,1129.43,N/A,1129.07
SWITZERLAND,2018.12.07,1129.84,1152.09,1107.59,1141.13,1118.55,N/A,1118.20
SWITZERLAND,2018.12.06,1125.61,1147.78,1103.44,1136.86,1114.36,N/A,1114.01
SWITZERLAND,2018.12.05,1116.07,1138.05,1094.09,1127.23,1104.91,N/A,1104.56
SWITZERLAND,2018.12.04,1112.17,1134.07,1090.27,1123.29,1101.05,N/A,1100.70
SWITZERLAND,2018.12.03,1114.34,1136.29,1092.39,1125.48,1103.20,N/A,1102.85
SWITZERLAND,2018.11.30,1124.53,1146.68,1102.38,1135.77,1113.29,N/A,1112.93
SWITZERLAND,2018.11.29,1126.24,1148.42,1104.06,1137.50,1114.98,N/A,1114.61
SWITZERLAND,2018.11.28,1129.46,1151.71,1107.21,1140.75,1118.17,N/A,1117.80
SWITZERLAND,2018.11.27,1131.53,1153.82,1109.24,1142.84,1120.22,N/A,1119.85
SWITZERLAND,2018.11.26,1132.79,1155.10,1110.48,1144.11,1121.47,N/A,1121.10
SWITZERLAND,2018.11.23,1136.25,1158.63,1113.87,1147.61,1124.89,N/A,1124.52
SWITZERLAND,2018.11.22,1136.41,1158.79,1114.03,1147.77,1125.05,N/A,1124.68
SWITZERLAND,2018.11.21,1136.36,1158.74,1113.98,1147.72,1125.00,N/A,1124.63
SWITZERLAND,2018.11.20,1137.60,1160.01,1115.19,1148.97,1126.23,N/A,1125.86
SWITZERLAND,2018.11.19,1130.72,1152.99,1108.45,1142.02,1119.42,N/A,1119.05
SWITZERLAND,2018.11.16,1123.46,1145.59,1101.33,1134.69,1112.23,N/A,1111.86
SWITZERLAND,2018.11.15,1125.49,1147.66,1103.32,1136.74,1114.24,N/A,1113.87
SWITZERLAND,2018.11.14,1122.56,1144.67,1100.45,1133.78,1111.34,N/A,1110.97
SWITZERLAND,2018.11.13,1123.61,1145.74,1101.48,1134.84,1112.38,N/A,1112.01
SWITZERLAND,2018.11.12,1127.35,1149.55,1105.15,1138.62,1116.08,N/A,1115.71
SWITZERLAND,2018.11.09,1122.04,1144.14,1099.94,1133.26,1110.82,N/A,1110.45
SWITZERLAND,2018.11.08,1113.99,1135.93,1092.05,1125.12,1102.86,N/A,1102.50
SWITZERLAND,2018.11.07,1124.88,1147.04,1102.72,1136.12,1113.64,N/A,1113.27
SWITZERLAND,2018.11.06,1120.52,1142.59,1098.45,1131.72,1109.32,N/A,1108.95
SWITZERLAND,2018.11.05,1118.12,1140.14,1096.10,1129.30,1106.94,N/A,1106.58
SWITZERLAND,2018.11.02,1117.61,1139.62,1095.60,1128.78,1106.44,N/A,1106.08
SWITZERLAND,2018.11.01,1129.33,1151.57,1107.09,1140.62,1118.04,N/A,1117.67
