country,date,exchange,buying_cash,selling_cash,sending_money,getting_money,buying_TC,selling_check
TAIWAN,2019.08.30,38.61,43.66,35.91,0.00,0.00,N/A,N/A
TAIWAN,2019.08.29,38.65,43.71,35.95,0.00,0.00,N/A,N/A
TAIWAN,2019.08.28,38.65,43.71,35.95,0.00,0.00,N/A,N/A
TAIWAN,2019.08.27,38.68,43.74,35.98,0.00,0.00,N/A,N/A
TAIWAN,2019.08.26,38.65,43.71,35.95,0.00,0.00,N/A,N/A
TAIWAN,2019.08.23,38.63,43.69,35.93,0.00,0.00,N/A,N/A
TAIWAN,2019.08.22,38.58,43.63,35.88,0.00,0.00,N/A,N/A
TAIWAN,2019.08.21,38.37,43.39,35.69,0.00,0.00,N/A,N/A
TAIWAN,2019.08.20,38.54,43.58,35.85,0.00,0.00,N/A,N/A
TAIWAN,2019.08.19,38.62,43.67,35.92,0.00,0.00,N/A,N/A
TAIWAN,2019.08.16,38.69,43.75,35.99,0.00,0.00,N/A,N/A
TAIWAN,2019.08.14,38.74,43.81,36.03,0.00,0.00,N/A,N/A
TAIWAN,2019.08.13,38.82,43.90,36.11,0.00,0.00,N/A,N/A
TAIWAN,2019.08.12,38.75,43.82,36.04,0.00,0.00,N/A,N/A
TAIWAN,2019.08.09,38.65,43.71,35.95,0.00,0.00,N/A,N/A
TAIWAN,2019.08.08,38.58,43.63,35.88,0.00,0.00,N/A,N/A
TAIWAN,2019.08.07,38.63,43.69,35.93,0.00,0.00,N/A,N/A
TAIWAN,2019.08.06,38.60,43.65,35.90,0.00,0.00,N/A,N/A
TAIWAN,2019.08.05,38.45,43.48,35.76,0.00,0.00,N/A,N/A
TAIWAN,2019.08.02,38.19,43.19,35.52,0.00,0.00,N/A,N/A
TAIWAN,2019.08.01,38.15,43.14,35.48,0.00,0.00,N/A,N/A
TAIWAN,2019.07.31,38.06,43.04,35.40,0.00,0.00,N/A,N/A
TAIWAN,2019.07.30,38.00,42.97,35.34,0.00,0.00,N/A,N/A
TAIWAN,2019.07.29,38.09,43.07,35.43,0.00,0.00,N/A,N/A
TAIWAN,2019.07.26,38.10,43.09,35.44,0.00,0.00,N/A,N/A
TAIWAN,2019.07.25,38.03,43.01,35.37,0.00,0.00,N/A,N/A
TAIWAN,2019.07.24,37.94,42.91,35.29,0.00,0.00,N/A,N/A
TAIWAN,2019.07.23,37.93,42.89,35.28,0.00,0.00,N/A,N/A
TAIWAN,2019.07.22,37.90,42.86,35.25,0.00,0.00,N/A,N/A
TAIWAN,2019.07.19,37.85,42.80,35.21,0.00,0.00,N/A,N/A
TAIWAN,2019.07.18,37.93,42.89,35.28,0.00,0.00,N/A,N/A
TAIWAN,2019.07.17,37.99,42.96,35.34,0.00,0.00,N/A,N/A
TAIWAN,2019.07.16,37.94,42.91,35.29,0.00,0.00,N/A,N/A
TAIWAN,2019.07.15,38.00,42.97,35.34,0.00,0.00,N/A,N/A
TAIWAN,2019.07.12,37.92,42.88,35.27,0.00,0.00,N/A,N/A
TAIWAN,2019.07.11,37.84,42.79,35.20,0.00,0.00,N/A,N/A
TAIWAN,2019.07.10,37.98,42.95,35.33,0.00,0.00,N/A,N/A
TAIWAN,2019.07.09,37.95,42.92,35.30,0.00,0.00,N/A,N/A
TAIWAN,2019.07.08,37.85,42.80,35.21,0.00,0.00,N/A,N/A
TAIWAN,2019.07.05,37.65,42.58,35.02,0.00,0.00,N/A,N/A
TAIWAN,2019.07.04,37.63,42.55,35.00,0.00,0.00,N/A,N/A
TAIWAN,2019.07.03,37.65,42.58,35.02,0.00,0.00,N/A,N/A
TAIWAN,2019.07.02,37.63,42.55,35.00,0.00,0.00,N/A,N/A
TAIWAN,2019.07.01,37.53,42.44,34.91,0.00,0.00,N/A,N/A
TAIWAN,2019.06.28,37.29,42.17,34.68,0.00,0.00,N/A,N/A
TAIWAN,2019.06.27,37.23,42.10,34.63,0.00,0.00,N/A,N/A
TAIWAN,2019.06.26,37.25,42.12,34.65,0.00,0.00,N/A,N/A
TAIWAN,2019.06.25,37.22,42.09,34.62,0.00,0.00,N/A,N/A
TAIWAN,2019.06.24,37.34,42.23,34.73,0.00,0.00,N/A,N/A
TAIWAN,2019.06.21,37.50,42.41,34.88,0.00,0.00,N/A,N/A
TAIWAN,2019.06.20,37.45,42.35,34.83,0.00,0.00,N/A,N/A
TAIWAN,2019.06.19,37.55,42.46,34.93,0.00,0.00,N/A,N/A
TAIWAN,2019.06.18,37.67,42.60,35.04,0.00,0.00,N/A,N/A
TAIWAN,2019.06.17,37.69,42.62,35.06,0.00,0.00,N/A,N/A
TAIWAN,2019.06.14,37.65,42.58,35.02,0.00,0.00,N/A,N/A
TAIWAN,2019.06.13,37.59,42.51,34.96,0.00,0.00,N/A,N/A
TAIWAN,2019.06.12,37.68,42.61,35.05,0.00,0.00,N/A,N/A
TAIWAN,2019.06.11,37.65,42.58,35.02,0.00,0.00,N/A,N/A
TAIWAN,2019.06.10,37.74,42.68,35.10,0.00,0.00,N/A,N/A
TAIWAN,2019.06.07,37.69,42.62,35.06,0.00,0.00,N/A,N/A
TAIWAN,2019.06.05,37.63,42.55,35.00,0.00,0.00,N/A,N/A
TAIWAN,2019.06.04,37.63,42.55,35.00,0.00,0.00,N/A,N/A
TAIWAN,2019.06.03,37.57,42.49,34.95,0.00,0.00,N/A,N/A
TAIWAN,2019.05.31,37.68,42.61,35.05,0.00,0.00,N/A,N/A
TAIWAN,2019.05.30,37.69,42.62,35.06,0.00,0.00,N/A,N/A
TAIWAN,2019.05.29,37.82,42.77,35.18,0.00,0.00,N/A,N/A
TAIWAN,2019.05.28,37.74,42.68,35.10,0.00,0.00,N/A,N/A
TAIWAN,2019.05.27,37.68,42.61,35.05,0.00,0.00,N/A,N/A
TAIWAN,2019.05.24,37.72,42.66,35.08,0.00,0.00,N/A,N/A
TAIWAN,2019.05.23,37.77,42.71,35.13,0.00,0.00,N/A,N/A
TAIWAN,2019.05.22,37.87,42.83,35.22,0.00,0.00,N/A,N/A
TAIWAN,2019.05.21,37.96,42.93,35.31,0.00,0.00,N/A,N/A
TAIWAN,2019.05.20,38.00,42.97,35.34,0.00,0.00,N/A,N/A
TAIWAN,2019.05.17,38.16,43.15,35.49,0.00,0.00,N/A,N/A
TAIWAN,2019.05.16,38.22,43.22,35.55,0.00,0.00,N/A,N/A
TAIWAN,2019.05.15,38.23,43.23,35.56,0.00,0.00,N/A,N/A
TAIWAN,2019.05.14,38.14,43.13,35.48,0.00,0.00,N/A,N/A
TAIWAN,2019.05.13,38.14,43.13,35.48,0.00,0.00,N/A,N/A
TAIWAN,2019.05.10,38.03,43.01,35.37,0.00,0.00,N/A,N/A
TAIWAN,2019.05.09,38.17,43.17,35.50,0.00,0.00,N/A,N/A
TAIWAN,2019.05.08,37.90,42.86,35.25,0.00,0.00,N/A,N/A
TAIWAN,2019.05.07,37.81,42.76,35.17,0.00,0.00,N/A,N/A
TAIWAN,2019.05.03,37.85,42.80,35.21,0.00,0.00,N/A,N/A
TAIWAN,2019.05.02,37.68,42.61,35.05,0.00,0.00,N/A,N/A
TAIWAN,2019.04.30,37.76,42.70,35.12,0.00,0.00,N/A,N/A
TAIWAN,2019.04.29,37.55,42.46,34.93,0.00,0.00,N/A,N/A
TAIWAN,2019.04.26,37.55,42.46,34.93,0.00,0.00,N/A,N/A
TAIWAN,2019.04.25,37.55,42.46,34.93,0.00,0.00,N/A,N/A
TAIWAN,2019.04.24,37.28,42.16,34.68,0.00,0.00,N/A,N/A
TAIWAN,2019.04.23,37.03,41.88,34.44,0.00,0.00,N/A,N/A
TAIWAN,2019.04.22,37.01,41.85,34.42,0.00,0.00,N/A,N/A
TAIWAN,2019.04.19,36.86,41.68,34.28,0.00,0.00,N/A,N/A
TAIWAN,2019.04.18,36.92,41.75,34.34,0.00,0.00,N/A,N/A
TAIWAN,2019.04.17,36.79,41.60,34.22,0.00,0.00,N/A,N/A
TAIWAN,2019.04.16,36.82,41.64,34.25,0.00,0.00,N/A,N/A
TAIWAN,2019.04.15,36.74,41.55,34.17,0.00,0.00,N/A,N/A
TAIWAN,2019.04.12,36.85,41.67,34.28,0.00,0.00,N/A,N/A
TAIWAN,2019.04.11,36.96,41.80,34.38,0.00,0.00,N/A,N/A
TAIWAN,2019.04.10,36.91,41.74,34.33,0.00,0.00,N/A,N/A
TAIWAN,2019.04.09,37.00,41.84,34.41,0.00,0.00,N/A,N/A
TAIWAN,2019.04.08,37.12,41.98,34.53,0.00,0.00,N/A,N/A
TAIWAN,2019.04.05,36.92,41.75,34.34,0.00,0.00,N/A,N/A
TAIWAN,2019.04.04,36.90,41.73,34.32,0.00,0.00,N/A,N/A
TAIWAN,2019.04.03,36.81,41.63,34.24,0.00,0.00,N/A,N/A
TAIWAN,2019.04.02,36.87,41.69,34.29,0.00,0.00,N/A,N/A
TAIWAN,2019.04.01,36.83,41.65,34.26,0.00,0.00,N/A,N/A
TAIWAN,2019.03.29,36.86,41.68,34.28,0.00,0.00,N/A,N/A
TAIWAN,2019.03.28,36.87,41.69,34.29,0.00,0.00,N/A,N/A
TAIWAN,2019.03.27,36.82,41.64,34.25,0.00,0.00,N/A,N/A
TAIWAN,2019.03.26,36.79,41.60,34.22,0.00,0.00,N/A,N/A
TAIWAN,2019.03.25,36.77,41.58,34.20,0.00,0.00,N/A,N/A
TAIWAN,2019.03.22,36.76,41.57,34.19,0.00,0.00,N/A,N/A
TAIWAN,2019.03.21,36.64,41.43,34.08,0.00,0.00,N/A,N/A
TAIWAN,2019.03.20,36.69,41.49,34.13,0.00,0.00,N/A,N/A
TAIWAN,2019.03.19,36.70,41.50,34.14,0.00,0.00,N/A,N/A
TAIWAN,2019.03.18,36.79,41.60,34.22,0.00,0.00,N/A,N/A
TAIWAN,2019.03.15,36.79,41.60,34.22,0.00,0.00,N/A,N/A
TAIWAN,2019.03.14,36.74,41.55,34.17,0.00,0.00,N/A,N/A
TAIWAN,2019.03.13,36.64,41.43,34.08,0.00,0.00,N/A,N/A
TAIWAN,2019.03.12,36.58,41.37,34.02,0.00,0.00,N/A,N/A
TAIWAN,2019.03.11,36.70,41.50,34.14,0.00,0.00,N/A,N/A
TAIWAN,2019.03.08,36.78,41.59,34.21,0.00,0.00,N/A,N/A
TAIWAN,2019.03.07,36.60,41.39,34.04,0.00,0.00,N/A,N/A
TAIWAN,2019.03.06,36.61,41.40,34.05,0.00,0.00,N/A,N/A
TAIWAN,2019.03.05,36.52,41.30,33.97,0.00,0.00,N/A,N/A
TAIWAN,2019.03.04,36.56,41.34,34.01,0.00,0.00,N/A,N/A
TAIWAN,2019.02.28,36.50,41.28,33.95,0.00,0.00,N/A,N/A
TAIWAN,2019.02.27,36.37,41.13,33.83,0.00,0.00,N/A,N/A
TAIWAN,2019.02.26,36.37,41.13,33.83,0.00,0.00,N/A,N/A
TAIWAN,2019.02.25,36.44,41.21,33.89,0.00,0.00,N/A,N/A
TAIWAN,2019.02.22,36.56,41.34,34.01,0.00,0.00,N/A,N/A
TAIWAN,2019.02.21,36.55,41.33,34.00,0.00,0.00,N/A,N/A
TAIWAN,2019.02.20,36.48,41.25,33.93,0.00,0.00,N/A,N/A
TAIWAN,2019.02.19,36.58,41.37,34.02,0.00,0.00,N/A,N/A
TAIWAN,2019.02.18,36.52,41.30,33.97,0.00,0.00,N/A,N/A
TAIWAN,2019.02.15,36.63,41.42,34.07,0.00,0.00,N/A,N/A
TAIWAN,2019.02.14,36.55,41.33,34.00,0.00,0.00,N/A,N/A
TAIWAN,2019.02.13,36.42,41.19,33.88,0.00,0.00,N/A,N/A
TAIWAN,2019.02.12,36.51,41.29,33.96,0.00,0.00,N/A,N/A
TAIWAN,2019.02.11,36.47,41.24,33.92,0.00,0.00,N/A,N/A
TAIWAN,2019.02.08,36.48,41.25,33.93,0.00,0.00,N/A,N/A
TAIWAN,2019.02.07,36.55,41.33,34.00,0.00,0.00,N/A,N/A
TAIWAN,2019.02.01,36.40,41.16,33.86,0.00,0.00,N/A,N/A
TAIWAN,2019.01.31,36.25,40.99,33.72,0.00,0.00,N/A,N/A
TAIWAN,2019.01.30,36.35,41.11,33.81,0.00,0.00,N/A,N/A
TAIWAN,2019.01.29,36.30,41.05,33.76,0.00,0.00,N/A,N/A
TAIWAN,2019.01.28,36.35,41.11,33.81,0.00,0.00,N/A,N/A
TAIWAN,2019.01.25,36.42,41.19,33.88,0.00,0.00,N/A,N/A
TAIWAN,2019.01.24,36.58,41.37,34.02,0.00,0.00,N/A,N/A
TAIWAN,2019.01.23,36.53,41.31,33.98,0.00,0.00,N/A,N/A
TAIWAN,2019.01.22,36.62,41.41,34.06,0.00,0.00,N/A,N/A
TAIWAN,2019.01.21,36.60,41.39,34.04,0.00,0.00,N/A,N/A
TAIWAN,2019.01.18,36.39,41.15,33.85,0.00,0.00,N/A,N/A
TAIWAN,2019.01.17,36.43,41.20,33.88,0.00,0.00,N/A,N/A
TAIWAN,2019.01.16,36.37,41.13,33.83,0.00,0.00,N/A,N/A
TAIWAN,2019.01.15,36.44,41.21,33.89,0.00,0.00,N/A,N/A
TAIWAN,2019.01.14,36.38,41.14,33.84,0.00,0.00,N/A,N/A
TAIWAN,2019.01.11,36.25,40.99,33.72,0.00,0.00,N/A,N/A
TAIWAN,2019.01.10,36.34,41.10,33.80,0.00,0.00,N/A,N/A
TAIWAN,2019.01.09,36.40,41.16,33.86,0.00,0.00,N/A,N/A
TAIWAN,2019.01.08,36.49,41.27,33.94,0.00,0.00,N/A,N/A
TAIWAN,2019.01.07,36.33,41.08,33.79,0.00,0.00,N/A,N/A
TAIWAN,2019.01.04,36.43,41.20,33.88,0.00,0.00,N/A,N/A
TAIWAN,2019.01.03,36.49,41.27,33.94,0.00,0.00,N/A,N/A
TAIWAN,2019.01.02,36.44,41.21,33.89,0.00,0.00,N/A,N/A
TAIWAN,2018.12.31,36.48,41.25,33.93,0.00,0.00,N/A,N/A
TAIWAN,2018.12.28,36.46,41.23,33.91,0.00,0.00,N/A,N/A
TAIWAN,2018.12.27,36.41,41.17,33.87,0.00,0.00,N/A,N/A
TAIWAN,2018.12.26,36.52,41.30,33.97,0.00,0.00,N/A,N/A
TAIWAN,2018.12.24,36.54,41.32,33.99,0.00,0.00,N/A,N/A
TAIWAN,2018.12.21,36.56,41.34,34.01,0.00,0.00,N/A,N/A
TAIWAN,2018.12.20,36.51,41.29,33.96,0.00,0.00,N/A,N/A
TAIWAN,2018.12.19,36.57,41.36,34.02,0.00,0.00,N/A,N/A
TAIWAN,2018.12.18,36.67,41.47,34.11,0.00,0.00,N/A,N/A
TAIWAN,2018.12.17,36.71,41.51,34.15,0.00,0.00,N/A,N/A
TAIWAN,2018.12.14,36.74,41.55,34.17,0.00,0.00,N/A,N/A
TAIWAN,2018.12.13,36.48,41.25,33.93,0.00,0.00,N/A,N/A
TAIWAN,2018.12.12,36.63,41.42,34.07,0.00,0.00,N/A,N/A
TAIWAN,2018.12.11,36.65,41.45,34.09,0.00,0.00,N/A,N/A
TAIWAN,2018.12.10,36.51,41.29,33.96,0.00,0.00,N/A,N/A
TAIWAN,2018.12.07,36.33,41.08,33.79,0.00,0.00,N/A,N/A
TAIWAN,2018.12.06,36.34,41.10,33.80,0.00,0.00,N/A,N/A
TAIWAN,2018.12.05,36.15,40.88,33.62,0.00,0.00,N/A,N/A
TAIWAN,2018.12.04,36.08,40.80,33.56,0.00,0.00,N/A,N/A
TAIWAN,2018.12.03,36.21,40.95,33.68,0.00,0.00,N/A,N/A
TAIWAN,2018.11.30,36.40,41.16,33.86,0.00,0.00,N/A,N/A
TAIWAN,2018.11.29,36.39,41.15,33.85,0.00,0.00,N/A,N/A
TAIWAN,2018.11.28,36.55,41.33,34.00,0.00,0.00,N/A,N/A
TAIWAN,2018.11.27,36.60,41.39,34.04,0.00,0.00,N/A,N/A
TAIWAN,2018.11.26,36.58,41.37,34.02,0.00,0.00,N/A,N/A
TAIWAN,2018.11.23,36.64,41.43,34.08,0.00,0.00,N/A,N/A
TAIWAN,2018.11.22,36.60,41.39,34.04,0.00,0.00,N/A,N/A
TAIWAN,2018.11.21,36.60,41.39,34.04,0.00,0.00,N/A,N/A
TAIWAN,2018.11.20,36.51,41.29,33.96,0.00,0.00,N/A,N/A
TAIWAN,2018.11.19,36.49,41.27,33.94,0.00,0.00,N/A,N/A
TAIWAN,2018.11.16,36.64,41.43,34.08,0.00,0.00,N/A,N/A
TAIWAN,2018.11.15,36.66,41.46,34.10,0.00,0.00,N/A,N/A
TAIWAN,2018.11.14,36.66,41.46,34.10,0.00,0.00,N/A,N/A
TAIWAN,2018.11.13,36.70,41.50,34.14,0.00,0.00,N/A,N/A
TAIWAN,2018.11.12,36.86,41.68,34.28,0.00,0.00,N/A,N/A
TAIWAN,2018.11.09,36.71,41.51,34.15,0.00,0.00,N/A,N/A
TAIWAN,2018.11.08,36.41,41.17,33.87,0.00,0.00,N/A,N/A
TAIWAN,2018.11.07,36.56,41.34,34.01,0.00,0.00,N/A,N/A
TAIWAN,2018.11.06,36.61,41.40,34.05,0.00,0.00,N/A,N/A
TAIWAN,2018.11.05,36.62,41.41,34.06,0.00,0.00,N/A,N/A
TAIWAN,2018.11.02,36.54,41.32,33.99,0.00,0.00,N/A,N/A
TAIWAN,2018.11.01,36.79,41.60,34.22,0.00,0.00,N/A,N/A
TAIWAN,2018.10.31,36.85,41.67,34.28,0.00,0.00,N/A,N/A
TAIWAN,2018.10.30,36.79,41.60,34.22,0.00,0.00,N/A,N/A
TAIWAN,2018.10.29,36.88,41.71,34.30,0.00,0.00,N/A,N/A
TAIWAN,2018.10.26,36.83,41.65,34.26,0.00,0.00,N/A,N/A
TAIWAN,2018.10.25,36.76,41.57,34.19,0.00,0.00,N/A,N/A
TAIWAN,2018.10.24,36.64,41.43,34.08,0.00,0.00,N/A,N/A
TAIWAN,2018.10.23,36.73,41.54,34.16,0.00,0.00,N/A,N/A
TAIWAN,2018.10.22,36.62,41.41,34.06,0.00,0.00,N/A,N/A
TAIWAN,2018.10.19,36.67,41.47,34.11,0.00,0.00,N/A,N/A
TAIWAN,2018.10.18,36.67,41.47,34.11,0.00,0.00,N/A,N/A
TAIWAN,2018.10.17,36.49,41.27,33.94,0.00,0.00,N/A,N/A
TAIWAN,2018.10.16,36.51,41.29,33.96,0.00,0.00,N/A,N/A
TAIWAN,2018.10.15,36.75,41.56,34.18,0.00,0.00,N/A,N/A
TAIWAN,2018.10.12,36.71,41.51,34.15,0.00,0.00,N/A,N/A
TAIWAN,2018.10.11,36.80,41.62,34.23,0.00,0.00,N/A,N/A
TAIWAN,2018.10.10,36.65,41.45,34.09,0.00,0.00,N/A,N/A
TAIWAN,2018.10.08,36.73,41.54,34.16,0.00,0.00,N/A,N/A
TAIWAN,2018.10.05,36.57,40.95,34.02,0.00,0.00,N/A,N/A
TAIWAN,2018.10.04,36.65,41.04,34.09,0.00,0.00,N/A,N/A
TAIWAN,2018.10.02,36.54,40.92,33.99,0.00,0.00,N/A,N/A
TAIWAN,2018.10.01,36.42,40.79,33.88,0.00,0.00,N/A,N/A
TAIWAN,2018.09.28,36.44,40.81,33.89,0.00,0.00,N/A,N/A
TAIWAN,2018.09.27,36.40,40.76,33.86,0.00,0.00,N/A,N/A
TAIWAN,2018.09.21,36.49,40.86,33.94,0.00,0.00,N/A,N/A
TAIWAN,2018.09.20,36.40,40.76,33.86,0.00,0.00,N/A,N/A
TAIWAN,2018.09.19,36.43,40.80,33.88,0.00,0.00,N/A,N/A
TAIWAN,2018.09.18,36.48,40.85,33.93,0.00,0.00,N/A,N/A
TAIWAN,2018.09.17,36.59,40.98,34.03,0.00,0.00,N/A,N/A
TAIWAN,2018.09.14,36.38,40.74,33.84,0.00,0.00,N/A,N/A
TAIWAN,2018.09.13,36.44,40.81,33.89,0.00,0.00,N/A,N/A
TAIWAN,2018.09.12,36.64,41.03,34.08,0.00,0.00,N/A,N/A
TAIWAN,2018.09.11,36.60,40.99,34.04,0.00,0.00,N/A,N/A
TAIWAN,2018.09.10,36.60,40.99,34.04,0.00,0.00,N/A,N/A
TAIWAN,2018.09.07,36.51,40.89,33.96,0.00,0.00,N/A,N/A
TAIWAN,2018.09.06,36.47,40.84,33.92,0.00,0.00,N/A,N/A
TAIWAN,2018.09.05,36.47,40.84,33.92,0.00,0.00,N/A,N/A
TAIWAN,2018.09.04,36.27,40.62,33.74,0.00,0.00,N/A,N/A
TAIWAN,2018.09.03,36.19,40.53,33.66,0.00,0.00,N/A,N/A
TAIWAN,2018.08.31,36.37,40.73,33.83,0.00,0.00,N/A,N/A
TAIWAN,2018.08.30,36.16,40.49,33.63,0.00,0.00,N/A,N/A
TAIWAN,2018.08.29,36.25,40.60,33.72,0.00,0.00,N/A,N/A
TAIWAN,2018.08.28,36.08,40.40,33.56,0.00,0.00,N/A,N/A
TAIWAN,2018.08.27,36.26,40.61,33.73,0.00,0.00,N/A,N/A
TAIWAN,2018.08.24,36.39,40.75,33.85,0.00,0.00,N/A,N/A
TAIWAN,2018.08.23,36.44,40.81,33.89,0.00,0.00,N/A,N/A
TAIWAN,2018.08.22,36.42,40.79,33.88,0.00,0.00,N/A,N/A
TAIWAN,2018.08.21,36.44,40.81,33.89,0.00,0.00,N/A,N/A
TAIWAN,2018.08.20,36.47,40.84,33.92,0.00,0.00,N/A,N/A
TAIWAN,2018.08.17,36.56,40.94,34.01,0.00,0.00,N/A,N/A
TAIWAN,2018.08.16,36.64,41.03,34.08,0.00,0.00,N/A,N/A
TAIWAN,2018.08.14,36.66,41.05,34.10,0.00,0.00,N/A,N/A
TAIWAN,2018.08.13,36.84,41.26,34.27,0.00,0.00,N/A,N/A
TAIWAN,2018.08.10,36.75,40.05,34.18,0.00,0.00,N/A,N/A
