country,date,exchange,buying_cash,selling_cash,sending_money,getting_money,buying_TC,selling_check
JAPAN,2019.12.06,1095.51,1114.68,1076.34,1106.24,1084.78,1106.46,1084.30
JAPAN,2019.12.05,1093.01,1112.13,1073.89,1103.72,1082.30,1103.94,1081.82
JAPAN,2019.12.04,1097.97,1117.18,1078.76,1108.73,1087.21,1108.94,1086.73
JAPAN,2019.12.03,1093.30,1112.43,1074.17,1104.01,1082.59,1104.23,1082.11
JAPAN,2019.12.02,1080.76,1099.67,1061.85,1091.35,1070.17,1091.56,1069.69
JAPAN,2019.11.29,1077.18,1096.03,1058.33,1087.73,1066.63,1087.95,1066.15
JAPAN,2019.11.28,1077.25,1096.10,1058.40,1087.80,1066.70,1088.02,1066.20
JAPAN,2019.11.27,1079.14,1098.02,1060.26,1089.71,1068.57,1089.93,1068.07
JAPAN,2019.11.26,1080.52,1099.42,1061.62,1091.10,1069.94,1091.32,1069.44
JAPAN,2019.11.25,1080.89,1099.80,1061.98,1091.48,1070.30,1091.69,1069.80
JAPAN,2019.11.22,1085.36,1104.35,1066.37,1095.99,1074.73,1096.21,1074.23
JAPAN,2019.11.21,1082.26,1101.19,1063.33,1092.86,1071.66,1093.08,1071.16
JAPAN,2019.11.20,1079.35,1098.23,1060.47,1089.92,1068.78,1090.14,1068.28
JAPAN,2019.11.19,1072.05,1090.81,1053.29,1082.55,1061.55,1082.77,1061.05
JAPAN,2019.11.18,1068.82,1087.52,1050.12,1079.29,1058.35,1079.50,1057.86
JAPAN,2019.11.15,1074.14,1092.93,1055.35,1084.66,1063.62,1084.88,1063.12
JAPAN,2019.11.14,1077.36,1096.21,1058.51,1087.91,1066.81,1088.13,1066.31
JAPAN,2019.11.13,1073.67,1092.45,1054.89,1084.19,1063.15,1084.40,1062.65
JAPAN,2019.11.12,1065.72,1084.37,1047.07,1076.16,1055.28,1076.37,1054.79
EUROPE,2019.12.09,1318.56,1344.79,1292.33,1331.74,1305.38,1338.33,1304.85
EUROPE,2019.12.06,1319.75,1346.01,1293.49,1332.94,1306.56,1339.54,1306.03
EUROPE,2019.12.05,1320.82,1347.10,1294.54,1334.02,1307.62,1340.63,1307.09
EUROPE,2019.12.04,1321.37,1347.66,1295.08,1334.58,1308.16,1341.19,1307.63
EUROPE,2019.12.03,1317.45,1343.66,1291.24,1330.62,1304.28,1337.21,1303.75
EUROPE,2019.12.02,1305.10,1331.07,1279.13,1318.15,1292.05,1324.67,1291.53
EUROPE,2019.11.29,1298.35,1324.18,1272.52,1311.33,1285.37,1317.82,1284.85
EUROPE,2019.11.28,1298.49,1324.32,1272.66,1311.47,1285.51,1317.96,1284.98
EUROPE,2019.11.27,1295.78,1321.56,1270.00,1308.73,1282.83,1315.21,1282.30
EUROPE,2019.11.26,1297.25,1323.06,1271.44,1310.22,1284.28,1316.70,1283.75
EUROPE,2019.11.25,1295.91,1321.69,1270.13,1308.86,1282.96,1315.34,1282.43
EUROPE,2019.11.22,1302.40,1328.31,1276.49,1315.42,1289.38,1321.93,1288.85
EUROPE,2019.11.21,1302.63,1328.55,1276.71,1315.65,1289.61,1322.16,1289.08
EUROPE,2019.11.20,1295.22,1320.99,1269.45,1308.17,1282.27,1314.64,1281.74
EUROPE,2019.11.19,1291.37,1317.06,1265.68,1304.28,1278.46,1310.74,1277.94
EUROPE,2019.11.18,1288.87,1314.51,1263.23,1301.75,1275.99,1308.20,1275.47
EUROPE,2019.11.15,1287.20,1312.81,1261.59,1300.07,1274.33,1306.50,1273.81
EUROPE,2019.11.14,1287.37,1312.98,1261.76,1300.24,1274.50,1306.68,1273.98
EUROPE,2019.11.13,1288.09,1313.72,1262.46,1300.97,1275.21,1307.41,1274.69
EUROPE,2019.11.12,1282.53,1308.05,1257.01,1295.35,1269.71,1301.76,1269.19
CHINA,2019.12.09,169.32,177.78,160.86,171.01,167.63,N/A,N/A
CHINA,2019.12.06,169.24,177.70,160.78,170.93,167.55,N/A,N/A
CHINA,2019.12.05,169.14,177.59,160.69,170.83,167.45,N/A,N/A
CHINA,2019.12.04,169.07,177.52,160.62,170.76,167.38,N/A,N/A
CHINA,2019.12.03,168.40,176.82,159.98,170.08,166.72,N/A,N/A
CHINA,2019.12.02,168.34,176.75,159.93,170.02,166.66,N/A,N/A
CHINA,2019.11.29,167.98,176.37,159.59,169.65,166.31,N/A,N/A
CHINA,2019.11.28,167.71,176.09,159.33,169.38,166.04,N/A,N/A
CHINA,2019.11.27,167.81,176.20,159.42,169.48,166.14,N/A,N/A
CHINA,2019.11.26,167.25,175.61,158.89,168.92,165.58,N/A,N/A
CHINA,2019.11.25,167.36,175.72,159.00,169.03,165.69,N/A,N/A
CHINA,2019.11.22,167.31,175.67,158.95,168.98,165.64,N/A,N/A
CHINA,2019.11.21,167.17,175.52,158.82,168.84,165.50,N/A,N/A
CHINA,2019.11.20,166.34,174.65,158.03,168.00,164.68,N/A,N/A
CHINA,2019.11.19,166.04,174.34,157.74,167.70,164.38,N/A,N/A
CHINA,2019.11.18,166.11,174.41,157.81,167.77,164.45,N/A,N/A
CHINA,2019.11.15,166.42,174.74,158.10,168.08,164.76,N/A,N/A
CHINA,2019.11.14,166.67,175.00,158.34,168.33,165.01,N/A,N/A
CHINA,2019.11.13,166.49,174.81,158.17,168.15,164.83,N/A,N/A
CHINA,2019.11.12,166.01,174.31,157.71,167.67,164.35,N/A,N/A
CANADA,2019.12.09,898.33,916.02,880.64,907.31,889.35,911.80,888.36
CANADA,2019.12.06,902.64,920.42,884.86,911.66,893.62,916.17,892.63
CANADA,2019.12.05,903.64,921.44,885.84,912.67,894.61,917.19,893.61
CANADA,2019.12.04,898.21,915.90,880.52,907.19,889.23,911.68,888.24
CANADA,2019.12.03,894.40,912.01,876.79,903.34,885.46,907.81,884.47
CANADA,2019.12.02,892.22,909.79,874.65,901.14,883.30,905.60,882.30
CANADA,2019.11.29,887.79,905.27,870.31,896.66,878.92,901.10,877.92
CANADA,2019.11.28,886.93,904.40,869.46,895.79,878.07,900.23,877.12
CANADA,2019.11.27,887.64,905.12,870.16,896.51,878.77,900.95,877.82
CANADA,2019.11.26,884.61,902.03,867.19,893.45,875.77,897.87,874.83
CANADA,2019.11.25,884.65,902.07,867.23,893.49,875.81,897.91,874.87
CANADA,2019.11.22,886.81,904.28,869.34,895.67,877.95,900.11,877.00
CANADA,2019.11.21,883.64,901.04,866.24,892.47,874.81,896.89,873.87
CANADA,2019.11.20,879.28,896.60,861.96,888.07,870.49,892.46,869.55
CANADA,2019.11.19,883.28,900.68,865.88,892.11,874.45,896.52,873.51
CANADA,2019.11.18,881.65,899.01,864.29,890.46,872.84,894.87,871.90
CANADA,2019.11.15,880.92,898.27,863.57,889.72,872.12,894.13,871.18
CANADA,2019.11.14,882.40,899.78,865.02,891.22,873.58,895.63,872.64
CANADA,2019.11.13,881.74,899.11,864.37,890.55,872.93,894.96,871.99
CANADA,2019.11.12,878.01,895.30,860.72,886.79,869.23,891.18,868.29
AUSTRALIA,2019.12.09,812.98,828.99,796.97,821.10,804.86,825.17,804.06
AUSTRALIA,2019.12.06,814.63,830.67,798.59,822.77,806.49,826.84,805.68
AUSTRALIA,2019.12.05,813.45,829.47,797.43,821.58,805.32,825.65,804.51
AUSTRALIA,2019.12.04,814.88,830.93,798.83,823.02,806.74,827.10,805.93
AUSTRALIA,2019.12.03,814.32,830.36,798.28,822.46,806.18,826.53,805.40
AUSTRALIA,2019.12.02,804.32,820.16,788.48,812.36,796.28,816.38,795.51
AUSTRALIA,2019.11.29,799.63,815.38,783.88,807.62,791.64,811.62,790.87
AUSTRALIA,2019.11.28,797.89,813.60,782.18,805.86,789.92,809.85,789.30
AUSTRALIA,2019.11.27,798.76,814.49,783.03,806.74,790.78,810.74,790.15
AUSTRALIA,2019.11.26,797.99,813.71,782.27,805.96,790.02,809.95,789.41
AUSTRALIA,2019.11.25,798.67,814.40,782.94,806.65,790.69,810.65,790.08
AUSTRALIA,2019.11.22,799.74,815.49,783.99,807.73,791.75,811.73,791.13
AUSTRALIA,2019.11.21,800.46,816.22,784.70,808.46,792.46,812.46,791.83
AUSTRALIA,2019.11.20,797.29,812.99,781.59,805.26,789.32,809.24,788.70
AUSTRALIA,2019.11.19,795.49,811.16,779.82,803.44,787.54,807.42,786.92
AUSTRALIA,2019.11.18,793.65,809.28,778.02,801.58,785.72,805.55,785.09
AUSTRALIA,2019.11.15,792.45,808.06,776.84,800.37,784.53,804.33,783.89
AUSTRALIA,2019.11.14,795.00,810.66,779.34,802.95,787.05,806.92,786.42
AUSTRALIA,2019.11.13,798.42,814.14,782.70,806.40,790.44,810.39,789.80
AUSTRALIA,2019.11.12,795.19,810.85,779.53,803.14,787.24,807.11,786.61
